,0,1,2
99,/m/0_vn7,/m/02pn49j,/location/location/contains
104,/m/0chgr2,/m/06rbw1,/location/location/contains
105,/m/0chgr2,/m/06bqml,/location/location/contains
106,/m/0chgr2,/m/03d7_7q,/location/location/contains
107,/m/0chgr2,/m/0h042,/location/location/contains
108,/m/0chgr2,/m/0cxn2h,/location/location/contains
127,/m/0ddd0gc,/m/02qcpzb,/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee
128,/m/0ddd0gc,/m/02qcpzb,/tv/tv_program/regular_cast./tv/regular_tv_appearance/actor
129,/m/0ddd0gc,/m/02qcpzb,/award/award_winning_work/awards_won./award/award_honor/award_winner
137,/m/0fx0j2,/m/02qxsz9,/film/film_costumer_designer/costume_design_for_film
138,/m/0ggx5q,/m/0dbsl,/music/genre/artists
139,/m/0ggx5q,/m/0k0k879,/music/genre/albums
140,/m/0ggx5q,/m/01hl40t,/music/genre/albums
141,/m/0ggx5q,/m/02vbmw,/music/genre/artists
142,/m/0ggx5q,/m/0g31kh,/music/genre/albums
143,/m/0ggx5q,/m/03hzqc2,/music/genre/artists
144,/m/0ggx5q,/m/0280k93,/music/genre/artists
145,/m/0ggx5q,/m/09gk1f5,/music/genre/albums
146,/m/0ggx5q,/m/0j66lmm,/music/genre/artists
152,/m/0hknf,/m/02vyvhz,/location/location/people_born_here
153,/m/0hknf,/m/02vyvhz,/location/location/contains
154,/m/0hknf,/m/0bg1cb,/location/location/people_born_here
155,/m/0nbjq,/m/0520xw4,/olympics/olympic_games/athletes./olympics/olympic_athlete_affiliation/athlete
156,/m/0rwgm,/m/04ydw1v,/film/film_location/featured_in_films
157,/m/0126t5,/m/01w3wj4,/music/genre/artists
158,/m/0126t5,/m/01lhscz,/music/genre/artists
159,/m/018kcp,/m/0ryvj4g,/tv/tv_network/programs./tv/tv_network_duration/program
160,/m/019m5j,/m/0556fn,/soccer/football_team/manager./soccer/football_team_management_tenure/manager
161,/m/01vqq1,/m/0bwglbl,/location/location/people_born_here
162,/m/01vvyvk,/m/03r67k,/award/award_nominee/award_nominations./award/award_nomination/award
163,/m/01vvyvk,/m/063_q1y,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/film
164,/m/01vvyvk,/m/03r67k,/award/award_winner/awards_won./award/award_honor/award
165,/m/01w8n89,/m/0wzs193,/music/artist/album
166,/m/01xbld,/m/0bwhf78,/location/location/people_born_here
167,/m/01y9qr,/m/0271420,/education/educational_institution/students_graduates./education/education/student
168,/m/021j72,/m/06qh2n,/film/director/film
169,/m/021j72,/m/06qh2n,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
170,/m/021j72,/m/06qh2n,/film/editor/film
171,/m/021j72,/m/06qh2n,/film/producer/film
172,/m/022fdt,/m/0xrg,/people/ethnicity/languages_spoken
182,/m/02bqy,/m/07hb5n,/education/university/fraternities_and_sororities
183,/m/02bqy,/m/03zcp2,/education/educational_institution/students_graduates./education/education/student
184,/m/02bqy,/m/0bb406,/education/educational_institution/students_graduates./education/education/student
185,/m/02bqy,/m/01zqvr,/education/educational_institution/students_graduates./education/education/student
186,/m/02bqy,/m/0bnylv,/education/educational_institution/students_graduates./education/education/student
187,/m/02pjxr,/m/0b64ssn,/people/profession/people_with_this_profession
188,/m/02r96rf,/m/04f285v,/film/film_job/films_with_this_crew_job./film/film_crew_gig/film
189,/m/02r96rf,/m/026_6ms,/film/film_job/films_with_this_crew_job./film/film_crew_gig/film
190,/m/02r96rf,/m/01dc46,/film/film_job/films_with_this_crew_job./film/film_crew_gig/film
191,/m/02r96rf,/m/0309c5,/film/film_job/films_with_this_crew_job./film/film_crew_gig/film
209,/m/03ksy,/m/06cws4,/education/educational_institution/students_graduates./education/education/student
210,/m/03ksy,/m/05b0x79,/education/educational_institution/students_graduates./education/education/student
211,/m/03ksy,/m/09b3cb,/education/educational_institution/students_graduates./education/education/student
212,/m/03ksy,/m/05x63pp,/education/educational_institution/students_graduates./education/education/student
213,/m/03ksy,/m/0407f2v,/education/educational_institution/students_graduates./education/education/student
214,/m/03ksy,/m/03hp6t8,/education/educational_institution/students_graduates./education/education/student
215,/m/03ksy,/m/09ggpk2,/education/educational_institution/students_graduates./education/education/student
216,/m/03ksy,/m/03c6ddp,/education/educational_institution/students_graduates./education/education/student
217,/m/03ksy,/m/027nqf2,/education/educational_institution/students_graduates./education/education/student
218,/m/03ksy,/m/05qdj0k,/education/educational_institution/students_graduates./education/education/student
219,/m/03ksy,/m/0kt2b3,/education/educational_institution/students_graduates./education/education/student
220,/m/03ksy,/m/0cb5gq,/education/educational_institution/students_graduates./education/education/student
221,/m/03ksy,/m/06cws4,/business/employer/employees./business/employment_tenure/person
222,/m/03ksy,/m/09g81mj,/education/educational_institution/students_graduates./education/education/student
223,/m/03ksy,/m/0264sd1,/business/employer/employees./business/employment_tenure/person
224,/m/03ksy,/m/0d3f0t,/education/educational_institution/students_graduates./education/education/student
225,/m/03ksy,/m/06zmxj,/education/educational_institution/students_graduates./education/education/student
226,/m/03ksy,/m/038sfb,/education/educational_institution/students_graduates./education/education/student
227,/m/03ksy,/m/020q9s,/education/educational_institution/students_graduates./education/education/student
228,/m/03ksy,/m/09wsxb,/education/educational_institution/students_graduates./education/education/student
229,/m/03ksy,/m/05h3qjr,/education/educational_institution/students_graduates./education/education/student
230,/m/03ksy,/m/038sfb,/business/employer/employees./business/employment_tenure/person
231,/m/03ksy,/m/0c5wyg,/education/educational_institution/students_graduates./education/education/student
232,/m/03ksy,/m/0b6ddn5,/education/educational_institution/students_graduates./education/education/student
233,/m/03ksy,/m/05wb3ct,/education/educational_institution/students_graduates./education/education/student
234,/m/03ksy,/m/02q39fc,/education/educational_institution/students_graduates./education/education/student
235,/m/03ksy,/m/06h78z,/education/educational_institution/students_graduates./education/education/student
236,/m/03ksy,/m/0ch3pmv,/education/educational_institution/students_graduates./education/education/student
237,/m/03ksy,/m/026gkr8,/education/educational_institution/students_graduates./education/education/student
238,/m/03ksy,/m/05p8mhx,/education/educational_institution/students_graduates./education/education/student
274,/m/05gp3x,/m/0g_5ks,/tv/tv_writer/episodes_written
279,/m/05qkp,/m/04jkvx2,/location/location/events
280,/m/05qkp,/m/04hltn,/location/location/contains
281,/m/06fp11,/m/0brr_f,/award/award_category/nominees./award/award_nomination/award_nominee
282,/m/06lht1,/m/0n4blqr,/film/actor/film./film/performance/film
284,/m/06pwq,/m/0264sd1,/business/employer/employees./business/employment_tenure/person
285,/m/06pwq,/m/0bq_f1w,/education/educational_institution/students_graduates./education/education/student
286,/m/06pwq,/m/05p79y1,/education/educational_institution/students_graduates./education/education/student
287,/m/06pwq,/m/0bqvz96,/education/educational_institution/students_graduates./education/education/student
288,/m/06pwq,/m/01rcm2,/education/educational_institution/students_graduates./education/education/student
289,/m/06pwq,/m/03cvfz,/education/educational_institution/students_graduates./education/education/student
290,/m/06pwq,/m/04q25q6,/education/educational_institution/students_graduates./education/education/student
291,/m/06pwq,/m/026ln2v,/business/employer/employees./business/employment_tenure/person
292,/m/06pwq,/m/02wwd9z,/education/educational_institution/students_graduates./education/education/student
293,/m/06pwq,/m/0c1qgrg,/business/employer/employees./business/employment_tenure/person
294,/m/06pwq,/m/0gtw6xb,/education/educational_institution/students_graduates./education/education/student
295,/m/06pwq,/m/04d_nhq,/education/educational_institution/students_graduates./education/education/student
296,/m/06y57,/m/02076d,/location/location/people_born_here
297,/m/06y57,/m/0f29k4,/location/location/people_born_here
298,/m/06y57,/m/047c9lb,/location/location/people_born_here
299,/m/06y57,/m/02j6cs,/location/location/people_born_here
300,/m/06y57,/m/027n92l,/location/location/people_born_here
301,/m/06y57,/m/0gvvn86,/location/location/people_born_here
302,/m/06y57,/m/06y75l,/location/location/people_born_here
303,/m/0885n,/m/01l74dl,/education/educational_institution/students_graduates./education/education/student
304,/m/0885n,/m/0262k9p,/education/educational_institution/students_graduates./education/education/student
305,/m/08lpkq,/m/08ppn5,/music/genre/albums
338,/m/0cpjgj,/m/0fppfw,/base/schemastaging/tv_actor_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/program
344,/m/0d331,/m/0j7n927,/location/location/people_born_here
345,/m/0dt1cm,/m/03r67k,/award/award_nominee/award_nominations./award/award_nomination/award
346,/m/0dt49,/m/01xp1v,/award/award_category/winners./award/award_honor/award_winner
385,/m/0hfjk,/m/02x87pj,/media_common/literary_genre/books_in_this_genre
386,/m/0hfjk,/m/04t1gfy,/media_common/literary_genre/books_in_this_genre
387,/m/0hfjk,/m/04dynl,/cvg/cvg_genre/games
388,/m/0hfjk,/m/0f_kz3,/film/film_genre/films_in_this_genre
389,/m/0hfjk,/m/0f_kz3,/media_common/netflix_genre/titles
390,/m/0hfjk,/m/044vd3,/film/film_genre/films_in_this_genre
391,/m/0sl2w,/m/0p38kdv,/location/location/people_born_here
392,/m/0171b8,/m/0523sz1,/location/location/people_born_here
393,/m/017vb_,/m/03hlgc4,/tv/tv_network/programs./tv/tv_network_duration/program
394,/m/017vb_,/m/07s418,/tv/tv_network/programs./tv/tv_network_duration/program
395,/m/017vb_,/m/02735zn,/tv/tv_network/programs./tv/tv_network_duration/program
399,/m/01s73z,/m/0745sp,/broadcast/tv_station_owner/tv_stations
400,/m/01sgmd,/m/08pvvc,/location/location/people_born_here
401,/m/021mlp,/m/05dp8dy,/tv/tv_actor/guest_roles./tv/tv_guest_role/episodes_appeared_in
403,/m/027pdrh,/m/01g3v9,/people/person/place_of_birth
409,/m/02qjb7z,/m/04dn8f,/location/location/people_born_here
413,/m/037w7r,/m/08mrgq,/people/person/parents
429,/m/04q7r,/m/04d53y,/music/instrument/instrumentalists
430,/m/059xvg,/m/0lhzvs9,/tv/tv_actor/guest_roles./tv/tv_guest_role/episodes_appeared_in
433,/m/06ns98,/m/02qcpzb,/award/award_nominee/award_nominations./award/award_nomination/award_nominee
434,/m/06ns98,/m/02qcpzb,/award/award_winner/awards_won./award/award_honor/award_winner
470,/m/0c5lg,/m/0c9d9y,/people/profession/people_with_this_profession
471,/m/0c5lg,/m/09y3d6,/people/profession/people_with_this_profession
472,/m/0c5lg,/m/05nzvmh,/people/profession/people_with_this_profession
473,/m/0c5lg,/m/0djnjf,/people/profession/people_with_this_profession
474,/m/0c5lg,/m/026r14m,/people/profession/people_with_this_profession
475,/m/0c5lg,/m/023v2,/people/profession/people_with_this_profession
476,/m/0c5lg,/m/058zw75,/people/profession/people_with_this_profession
477,/m/0c5lg,/m/02wx8fy,/people/profession/people_with_this_profession
478,/m/0c5lg,/m/064cfv,/people/profession/people_with_this_profession
479,/m/0c5lg,/m/0d09k4,/people/profession/people_with_this_profession
480,/m/0c5lg,/m/048t4q,/people/profession/people_with_this_profession
481,/m/0c5lg,/m/04dn8f,/people/profession/people_with_this_profession
482,/m/0c5lg,/m/0279b5_,/people/profession/people_with_this_profession
483,/m/0c5lg,/m/027bb9n,/people/profession/people_with_this_profession
484,/m/0c5lg,/m/0f13mr,/people/profession/people_with_this_profession
592,/m/0mm0p,/m/07_9x7,/location/location/contains
593,/m/0nk1p,/m/07y4mr,/visual_art/art_period_movement/associated_artists
594,/m/019rl6,/m/02_82w9,/business/employer/employees./business/employment_tenure/person
597,/m/01qd_r,/m/02qy_b6,/education/educational_institution/students_graduates./education/education/student
598,/m/01qd_r,/m/06410r5,/education/educational_institution/students_graduates./education/education/student
599,/m/01qd_r,/m/04n03fk,/education/educational_institution/students_graduates./education/education/student
600,/m/026mfs,/m/01hb9p,/award/award_category/nominees./award/award_nomination/award_nominee
607,/m/02w4fkq,/m/0qhcklc,/music/artist/album
608,/m/0358x_,/m/05dh8j8,/tv/tv_program/episodes
609,/m/0358x_,/m/031ygd,/tv/tv_program/regular_cast./tv/regular_tv_appearance/character
610,/m/0358x_,/m/05dhd2s,/tv/tv_program/episodes
611,/m/0358x_,/m/05dhdzn,/tv/tv_program/episodes
612,/m/0358x_,/m/05dhdkh,/tv/tv_program/episodes
613,/m/0358x_,/m/09tm38,/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee
614,/m/0358x_,/m/05dh9t7,/tv/tv_program/episodes
615,/m/0358x_,/m/05dh8l7,/tv/tv_program/episodes
616,/m/0358x_,/m/0kz3fyx,/tv/tv_program/episodes
617,/m/0358x_,/m/05dhf29,/tv/tv_program/episodes
618,/m/0358x_,/m/05dh8np,/tv/tv_program/episodes
619,/m/0358x_,/m/05dhdd7,/tv/tv_program/episodes
620,/m/03j24kf,/m/0j8f2hc,/film/person_or_entity_appearing_in_film/films./film/personal_film_appearance/film
622,/m/03xnwz,/m/04zvrxx,/music/genre/artists
623,/m/03xnwz,/m/0cz1md,/music/genre/artists
624,/m/03xnwz,/m/01ppx8t,/music/genre/albums
625,/m/03xnwz,/m/017fl5,/music/genre/artists
626,/m/03xnwz,/m/026pcw4,/music/genre/albums
627,/m/03xnwz,/m/01vj5bt,/music/genre/artists
628,/m/04264n,/m/05ddnxr,/tv/tv_actor/guest_roles./tv/tv_guest_role/episodes_appeared_in
629,/m/045c7b,/m/03bs6x3,/business/employer/employees./business/employment_tenure/person
630,/m/045c7b,/m/02kx2bg,/venture_capital/venture_investor/investments./venture_capital/venture_investment/company
631,/m/045c7b,/m/0dngm4,/computer/software_developer/software
632,/m/04b675,/m/02h18k,/music/genre/artists
633,/m/04b675,/m/01ln32x,/music/genre/albums
634,/m/04b675,/m/01j6t5q,/music/genre/albums
635,/m/04b675,/m/03g5zsr,/music/genre/albums
636,/m/04b675,/m/01s2zxm,/music/genre/artists
637,/m/04n7jdv,/m/0181_r,/music/genre/artists
638,/m/04n7jdv,/m/01r01y2,/music/genre/artists
639,/m/04rv_6,/m/05qtdj,/cvg/cvg_developer/games_developed
640,/m/05cv8,/m/01w8wp,/book/author/works_written
641,/m/05cv8,/m/01w8wp,/award/award_nominee/award_nominations./award/award_nomination/nominated_for
642,/m/05cv8,/m/01w8wp,/award/award_winner/awards_won./award/award_honor/honored_for
645,/m/05f7s1,/m/048t4q,/education/educational_institution/students_graduates./education/education/student
646,/m/05lwjc,/m/09rtc6g,/music/genre/albums
647,/m/05lwjc,/m/0h68kcz,/music/genre/albums
650,/m/071t0,/m/0k0ksbg,/olympics/olympic_sport/athletes./olympics/olympic_athlete_affiliation/athlete
652,/m/07y_7,/m/03cm759,/music/instrument/instrumentalists
653,/m/07y_7,/m/09n4sl,/music/instrument/instrumentalists
654,/m/07y_7,/m/01p9gpf,/music/performance_role/track_performances./music/track_contribution/contributor
667,/m/0cc56,/m/047nvdl,/location/location/people_born_here
668,/m/0cc56,/m/092456,/location/location/contains
669,/m/0cc56,/m/06xvwt,/location/location/people_born_here
670,/m/0dtfn,/m/045n4,/film/film/subjects
671,/m/0fwc0,/m/04ybmp4,/location/location/people_born_here
672,/m/0fwc0,/m/02q1zl9,/location/location/people_born_here
675,/m/0gl6f,/m/0fff1s,/education/educational_institution/students_graduates./education/education/student
676,/m/0gl6f,/m/0bwhf78,/education/educational_institution/students_graduates./education/education/student
685,/m/0pm85,/m/02p10fx,/music/genre/albums
686,/m/0pm85,/m/01k6n52,/music/genre/albums
691,/m/0167q3,/m/0hgm55r,/location/location/people_born_here
694,/m/01gzdk,/m/0263b0q,/user/alexbl/honorary_title/honorary_title/titled_people./user/alexbl/honorary_title/honorary_title_holding/conferred_upon
695,/m/01gzdk,/m/09nvfx,/user/alexbl/honorary_title/honorary_title/titled_people./user/alexbl/honorary_title/honorary_title_holding/conferred_upon
696,/m/01gzdk,/m/032f27,/user/alexbl/honorary_title/honorary_title/titled_people./user/alexbl/honorary_title/honorary_title_holding/conferred_upon
700,/m/01jw4r,/m/06xvy39,/tv/tv_actor/guest_roles./tv/tv_guest_role/episodes_appeared_in
709,/m/022b_,/m/0vxfl4z,/location/location/people_born_here
714,/m/02g3gj,/m/0gff83x,/award/award_category/nominees./award/award_nomination/award_nominee
715,/m/02g3gj,/m/0gff83x,/award/award_category/winners./award/award_honor/award_winner
723,/m/03ch14,/m/040lmh,/tv/tv_genre/programs
724,/m/03ch14,/m/07nw3y,/tv/tv_genre/programs
730,/m/03m3vr6,/m/02csf7,/people/cause_of_death/people
735,/m/043g7l,/m/019v3d,/music/record_label/artist
736,/m/043g7l,/m/02vbmw,/music/record_label/artist
737,/m/043g7l,/m/03hzqc2,/music/record_label/artist
738,/m/043g7l,/m/0h95_b7,/film/production_company/films
739,/m/043g7l,/m/01n4_yn,/music/record_label/artist
740,/m/043g7l,/m/08_ncy,/music/record_label/artist
754,/m/04rtpt,/m/0309c5,/film/production_company/films
777,/m/07_nf,/m/06zndx7,/military/military_conflict/military_personnel_involved
778,/m/07_nf,/m/07fnyl,/book/book_subject/works
779,/m/07_nf,/m/07k94my,/time/event/includes_event
780,/m/07_nf,/m/03y9b0z,/military/military_conflict/military_personnel_involved
782,/m/08jyyk,/m/027fmcz,/music/genre/artists
783,/m/08jyyk,/m/01l1pwt,/music/genre/albums
784,/m/08jyyk,/m/01wdnks,/music/genre/artists
785,/m/08jyyk,/m/0fq0t14,/music/genre/artists
786,/m/08jyyk,/m/01hh7qg,/music/genre/albums
794,/m/0cj36c,/m/0bkv8p,/tv/tv_actor/guest_roles./tv/tv_guest_role/episodes_appeared_in
795,/m/0cwy47,/m/0fyjjm,/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee
796,/m/0cwy47,/m/0fyjjm,/award/award_winning_work/awards_won./award/award_honor/award_winner
797,/m/0cwy47,/m/0fyjjm,/film/film/costume_design_by
800,/m/0f2v0,/m/05td73,/location/location/people_born_here
801,/m/0f2v0,/m/0jkyjlp,/location/location/people_born_here
802,/m/0g3zrd,/m/0sjch,/film/film/featured_film_locations
803,/m/0hptm,/m/03cr714,/location/location/people_born_here
804,/m/0hptm,/m/0kszfw,/location/location/people_born_here
806,/m/0m2fr,/m/03yk7yk,/location/location/contains
807,/m/0nk3g,/m/0dvw56,/music/genre/albums
808,/m/0yl_j,/m/08ls1j,/education/educational_institution/students_graduates./education/education/student
809,/m/01gkgk,/m/02rjzd0,/government/government_office_category/officeholders./government/government_position_held/office_holder
810,/m/01gkgk,/m/01rcm2,/government/government_office_category/officeholders./government/government_position_held/office_holder
811,/m/01gkgk,/m/02mh2j,/government/government_office_category/officeholders./government/government_position_held/office_holder
812,/m/01gkgk,/m/0g58g5n,/government/government_office_category/officeholders./government/government_position_held/district_represented
820,/m/01pj7,/m/0c92r_,/location/location/contains
837,/m/022dc6,/m/0bmhk0g,/cvg/cvg_genre/games
838,/m/022dc6,/m/02q_t8_,/cvg/cvg_genre/games
839,/m/022dc6,/m/03nltr8,/cvg/cvg_genre/games
840,/m/022dc6,/m/07mn02,/cvg/cvg_genre/games
841,/m/026v5,/m/02_6z0c,/business/employer/employees./business/employment_tenure/person
842,/m/02_j7t,/m/05df7h1,/tv/tv_writer/episodes_written
909,/m/034_7s,/m/02xsz7,/government/legislative_session/members./government/government_position_held/office_holder
912,/m/03qx_f,/m/01hb9p,/music/record_label/artist
917,/m/04s7y,/m/09gj20z,/location/location/contains
935,/m/074vv,/m/01r1w3,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician
936,/m/074vv,/m/03t190,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician
937,/m/074vv,/m/0cqdb1,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician
939,/m/0bbgly,/m/07z49c,/award/award_nominated_work/award_nominations./award/award_nomination/award_nominee
940,/m/0bbgly,/m/07z49c,/film/film/written_by
964,/m/0cx7f,/m/01l1pwt,/music/genre/albums
965,/m/0cx7f,/m/0bhc8n_,/music/genre/artists
966,/m/0cx7f,/m/0fq0t14,/music/genre/artists
967,/m/0cx7f,/m/03cqqf1,/music/genre/albums
968,/m/0cx7f,/m/01m5wbq,/music/genre/albums
969,/m/0cx7f,/m/01p17ft,/music/genre/albums
970,/m/0cx7f,/m/0b6n39n,/music/genre/albums
981,/m/0djd3,/m/05p1vvz,/location/location/people_born_here
985,/m/0gqpg,/m/063z5rd,/biology/organism_classification_rank/organism_classifications
986,/m/0gsrz4,/m/06ryz_,/time/time_zone/locations_in_this_time_zone
987,/m/0gsrz4,/m/03wdxdx,/time/time_zone/locations_in_this_time_zone
988,/m/0gsrz4,/m/03qmvs7,/time/time_zone/locations_in_this_time_zone
989,/m/0gsrz4,/m/04sfhk,/time/time_zone/locations_in_this_time_zone
990,/m/0gsrz4,/m/06ry31,/time/time_zone/locations_in_this_time_zone
991,/m/0gsrz4,/m/03wb4dx,/time/time_zone/locations_in_this_time_zone
1001,/m/0k345,/m/0447rg,/film/film_genre/films_in_this_genre
1002,/m/0k345,/m/0ds5qdp,/music/genre/artists
1003,/m/0k345,/m/01k4txr,/music/genre/albums
1004,/m/0k345,/m/07l515w,/film/film_genre/films_in_this_genre
1022,/m/0lm0n,/m/02807xj,/location/location/contains
1023,/m/0lm0n,/m/027tvvp,/location/location/contains
1024,/m/0m4mb,/m/042jv9,/education/school_category/schools_of_this_kind
1025,/m/0m4mb,/m/027txk,/education/school_category/schools_of_this_kind
1026,/m/0m4mb,/m/04pm6d,/education/school_category/schools_of_this_kind
1027,/m/011j5x,/m/01hs096,/music/genre/albums
1028,/m/011j5x,/m/01k7ysh,/music/genre/albums
1029,/m/011j5x,/m/017fl5,/music/genre/artists
1030,/m/011j5x,/m/0dxt3y1,/music/genre/albums
1031,/m/011j5x,/m/01jtd16,/music/genre/albums
1032,/m/011j5x,/m/01vnb9t,/music/genre/artists
1033,/m/011j5x,/m/01ld1gr,/music/genre/albums
1034,/m/011j5x,/m/04jl_5m,/music/genre/artists
1035,/m/011j5x,/m/03f4rj6,/music/genre/artists
1036,/m/01gjlw,/m/0fgyvs,/sports/sports_team/roster./sports/sports_team_roster/player
1037,/m/01pfr3,/m/02f788,/award/award_nominee/award_nominations./award/award_nomination/award
1038,/m/01wv9p,/m/09pk__,/film/actor/film./film/performance/film
1039,/m/01wv9p,/m/043qb46,/award/award_nominee/award_nominations./award/award_nomination/award_nominee
1049,/m/027z0pl,/m/09glbk,/film/producer/film
1050,/m/02g839,/m/03gqd88,/education/educational_institution/students_graduates./education/education/student
1051,/m/02g839,/m/03j2xpq,/education/educational_institution/students_graduates./education/education/student
1061,/m/02zy1z,/m/0cxf70,/education/educational_institution/students_graduates./education/education/student
1062,/m/031ns1,/m/01x0hr_,/education/educational_institution/students_graduates./education/education/student
1064,/m/03jjn8,/m/02qkny,/government/political_party/politicians_in_this_party./government/political_party_tenure/politician
1067,/m/04hs7d,/m/0f60l7,/base/schemastaging/tv_program_extra/regular_dubbing_performances./base/schemastaging/tv_star_dubbing_performance/actor
1068,/m/04hs7d,/m/0j8cjsb,/tv/tv_program/episodes
1069,/m/04hs7d,/m/0j8chcq,/tv/tv_program/episodes
1070,/m/04t36,/m/01d1_s,/film/film_genre/films_in_this_genre
1071,/m/04t36,/m/06w3wxf,/film/film_genre/films_in_this_genre
1072,/m/04t36,/m/04lhwcn,/film/film_genre/films_in_this_genre
1073,/m/04t36,/m/06qh2n,/film/film_genre/films_in_this_genre
1074,/m/04t36,/m/02qxsz9,/media_common/netflix_genre/titles
1075,/m/04t36,/m/05ftpb,/media_common/netflix_genre/titles
1076,/m/04t36,/m/04lhwcn,/media_common/netflix_genre/titles
1077,/m/04t36,/m/0j_7b9m,/film/film_genre/films_in_this_genre
1078,/m/04t36,/m/0b3kpr,/film/film_genre/films_in_this_genre
1079,/m/04t36,/m/0d277t,/film/film_genre/films_in_this_genre
1080,/m/04t36,/m/09rvn9d,/film/film_genre/films_in_this_genre
1081,/m/04t36,/m/02qxsz9,/film/film_genre/films_in_this_genre
1082,/m/04t36,/m/02qyync,/film/film_genre/films_in_this_genre
1083,/m/04t36,/m/04j0pd7,/film/film_genre/films_in_this_genre
1084,/m/04t36,/m/09prlz,/film/film_genre/films_in_this_genre
1085,/m/04t36,/m/0j8f2hc,/film/film_genre/films_in_this_genre
1086,/m/04t36,/m/05ftpb,/film/film_genre/films_in_this_genre
1095,/m/05sq0m,/m/01hb9p,/award/award_nominee/award_nominations./award/award_nomination/award_nominee
1096,/m/05ywg,/m/0c4bt7,/location/location/people_born_here
1097,/m/05ywg,/m/06zrvkj,/location/location/people_born_here
1098,/m/05ywg,/m/0bbylpt,/location/location/people_born_here
1099,/m/05ywg,/m/0141r7,/location/location/people_born_here
1102,/m/07mvp,/m/01hmyst,/music/artist/album
1103,/m/07mvp,/m/0f2x0,/award/award_winner/awards_won./award/award_honor/award_winner
1104,/m/09_9n,/m/05cskw,/sports/sport/pro_athletes./sports/pro_sports_played/athlete
1113,/m/0c7zf,/m/03mb4ss,/location/location/people_born_here
1117,/m/0d6qjf,/m/0vzv0rq,/business/employer/employees./business/employment_tenure/person
1118,/m/0d6qjf,/m/0ky5x,/organization/organization/organization_type
1119,/m/0dgrmp,/m/0gwdp3,/soccer/football_position/players
1120,/m/0dgrmp,/m/0264zzg,/soccer/football_position/players
1121,/m/0dgrmp,/m/0gy4q_,/soccer/football_position/players
1122,/m/0dgrmp,/m/0d5y4k,/soccer/football_position/players
1123,/m/0dgrmp,/m/0d8_y4,/sports/sports_position/players./sports/sports_team_roster/team
1124,/m/0dgrmp,/m/0536hd,/sports/sports_position/players./sports/sports_team_roster/team
1125,/m/0dgrmp,/m/03ccpv4,/soccer/football_position/players
